3851081776,not,"@frodriguezc perrito te voy a mandar un temaso, si no mañana lo escuchas en la u ! men es sobre piñera =) ta filete !"
4340674427,yes,"RT: @JorgeArrate: Marca la diferencia... Arrate Presidente http://bit.ly/2ngpSI #Chile"
4094146200,yes,"@marco2010 opino exactamente lo mismo! me parece una injusticia tremenda..."
4333902729,not,"La típica pregunta. Pero guena. Pfff ooootra vez Frei habla de los logros del gobierno de Bachelet"
3737529505,yes,"CEP: la izuerda le dio la espalda a Frei"
4080186058,not,"@DerBastard Links ist doch alles frei :-)"
3971048074,yes,"caxando frei y peñera tienen deficit atencional, nunca entienden lo que les pregunta"
4128392601,not,"Sebastian Piñera y su estrategia digital para las presidenciales de Chile http://ow.ly/15OMEt #socialnetwork #epolitica"
3566109783,yes,"Si. @sebastianpinera dio en el clavo. Bolt era un perro que juraba que tenia &quot;poder&quot; cuando en realidad nunca tuvo"
3511188924,not,"tv tipp: 22.45 ard  &quot;frei nach plan&quot; http://newsticker.sueddeutsche.de/list/id/694793"
4370915184,yes,"Realmente piñera inconsistente. Malo el candidato, Poh hombre ! http://bit.ly/2ZjImK"
4335125037,yes,"@dlazo Si, qué feo. Mejor que le teman a Piñera, el zombie"
3484593523,not,"Gente, cuidado, me parece que tem BLITZ aqui na Frei Canecson com a famosa Paim. Peligro pra quem passa por aqui com cachaça na cuca."
4334102676,yes,"@sanfeliu a piraña..perdon piñera mintiendo"
3990301115,yes,"EPIC FAIL RT @Manena: ... para @marco2010 &quot;ser chileno es una tragedia&quot;. ¡Fuertes declaraciones! http://tinyurl.com/mnonk7"
3548607687,yes,"@copano que progresista Piñera, va a respetar nuestro derecho a carretear ¬¬"
4334315375,yes,"Qué talla más buena Frei"
3998712373,yes,"Adolfo Zaldívar es la persona mas yoísta que he visto... detracito viene Piñera! Que personas más desagradables"
4429622306,not,"@pontopito E ai???  Minha próxima peça é em março, se td der certoooo!!! Pode deixar que eu aviso. Aparece lá no Frei! BjOo*"
3800222019,yes,"@sebastianpinera Me pareció genial el giro que los asesores dieron a su campaña. Estaba harto de los colores del &quot;Sí&quot; una y otra vez."
4333923604,yes,"Aunque no lo parezca, Frei está cagado de la risa"
3968903321,not,"Hoy Eduardo Frei en @tolerancia0"
4357513102,yes,"Sobre el debate: Piñera debe darle matices a su discurso, Frei tendrá que creerse el cuento..MEO, desacelerarse...y Arrate conseguirse lucas"
3549742645,not,"Reforma Agrária: MST conquista Felisburgo à custa de vidas, artigo de Frei Gilvander Moreira http://tinyurl.com/ngyyq8"
3484666446,not,"[Revisando 'Um homem chamado Jesus', do Frei Betto. Um viva às distorções bacanas da Teologia da Libertação!]"
4145199250,not,"e tudo começa de novo....Frei Paulo, Salgado, São Miguel, Glória....................  ê rojão"
3543049037,not,"Piñera hizo llamado a candidatos para transparentar gastos http://url4.eu/J2w1"
4333023059,yes,"Piñera: Mucho ruido y pocas nueces... Como siempre."
4342766407,yes,"@marco2010 Mientras unos creaban castillos en el aire, Marco daba propuestas claras con datos reales y concretos. EXCELENTE!"
4457908469,not,"This is it - Michael Jackson, 28/10/2009 as 21:40 na rua Frei Caneca"
3657622030,not,"jajaja @sebastianpinera y su experiencia personal con la marihuana en #tolerancia0"
4334014846,not,"frei piñera, sus cuentas?"
4117777017,not,"Piñera vinculado con la CIA"
4334436060,yes,"Arrate, el gran ganador"
4332915090,yes,"#debate09 Las respuestas de @marco2010 son horriblemente malas..."
3858236173,not,"@tele13online consulta al señor Frei, que se refiera a las aguas, tomará cartas para que el país vuelva a tener la posesión de ellas??"
